title	description	Authors	Source	Publication Month	Publication Day	Publication Year
Attentat de Catalogne : 3 000 personnes ont assisté à la cérémonie hommage à Barcelone	"À Barcelone (Espagne) près de 3 000 personnes ont assisté à une messe célébrée dans la basilique de la Sagrada Familia pour une cérémonie hommage aux victimes des attentats de Catalogne.Dans l'emblématique basilique de la Sagrada Família à Barcelone, des milliers de personnes se sont réunis pour rendre hommage à tous ceux qui ont perdu la vie dans les attaques terroristes de jeudi. Autour de la famille royale, c'est toute l'Espagne que se recueille. Message d'unité \"Gardons tous dans nos coeurs et dans nos mains le nom des victimes de ces attentats. Tous unis pour un objectif commun, la paix et le respect\", a déclaré monseigneur Juan José Omella, archevêque de Barcelone. Cette cérémonie s'est voulue comme un message d'unité au-delà des clivages. L'ensemble de la classe politique espagnole est rassemblée. La messe a été célébrée en cinq langues devant un large public, des locaux comme des touristes. Depuis hier, un registre de condoléances est ouvert à tous ceux qui souhaitent rendre un dernier hommage aux victimes de ces attentats."	Philippe Denis	France 3	8	20	2017
Attentat de Catalogne : Younès Abouyaaqoub toujours activement recherché	"Younès Abouyaaqoub, un des suspects dans les attentats de Catalogne vivait dans la petite ville de Ripoll (Espagne). Il est en fuite depuis jeudi 17 août, et la police le recherche activement. Plus d'explication avec Anne-Claire Poignard, en direct sur place.Ce dimanche soir, Younès Abouyaaqoub est l'homme le plus recherché d'Espagne et d'Europe. \"Pour le moment, il n'y a aucune trace de ce Marocain de 22 ans. Son signalement est diffusé partout et l'Espagne n'exclut aucune hypothèse, y compris la possibilité qu'il ait quitté le pays. Ici, à Ripoll dans la ville où il vivait, sa moto a été retrouvée\", explique Anne-Claire Poignard. Un jeune homme poli et discret Il aurait stationné en pleine rue le matin même des attentats avant de rejoindre Barcelone. \"Dans son quartier, ses proches, ses amis évoquent un jeune homme poli, discret. Il travaillait depuis près d'un an en tant qu'électricien dans une entreprise de la région\", complète la journaliste."	Elsa Pallot	France 2	8	20	2017
"Attentat de Charlie Hebdo : \"Trois personnes sont en garde à vue\""	"Presque trois ans après l'attentat de Charlie Hebdo, trois personnes ont été placées en garde à vue ce mardi 21 novembre.Nathalie Perez est en direct sur France 3 et revient sur les nouveaux éléments intervenus dans l'enquête sur les attentats de Charlie Hebdo et qui ont conduit à l'arrestation de trois personnes mardi 21 novembre. \"Deux hommes et une femme ont été placés en garde à vue dans les locaux de la subdivision antiterroriste de Levallois-Perret (Hauts-de-Seine)\", explique la journaliste. Degrés d'implication à déterminer Ils sont âgés de 28 à 45 ans et ont été interpellés dans le département des Ardennes et en Haute-Marne. \"Selon nos informations, une trace ADN aurait été trouvée sur le pistolet automatique utilisé par les frères Kouachi, les auteurs de la tuerie. Les enquêteurs vont maintenant déterminer leurs degrés d'implication afin de savoir s'il s'agit de personnes qui ont fourni les armes aux terroristes\", conclut-elle."	Philippe Denis	France 3	11	21	2017
"Attentat de Londres : \"Soyez vigilants !\""	Vendredi, un attentat a été perpétré dans une station de métro de Londres, faisant 30 blessés. Un événement tragique qui a ravivé les plaies des Britanniques, marqués par les attaques successives survenues sur le territoire ces derniers mois. Le point avec notre envoyé spécial François-Xavier Ménage.  Ce reportage est issu du journal télévisé de 13H du 16 septembre 2017 présenté par Anne-Claire Coudray sur TF1. Vous retrouverez dans cette édition du 16/09/2017 des sujets sur l’actualité, des reportages en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français.	""	TF1	9	16	2017
Attentat de Londres : l'attaque a duré 8 minutes	Sept morts et 48 blessés, dont 21 dans un état critique, c'est le dernier bilan de l'attaque terroriste qui a frappé Londres samedi 3 juin.Le cuisinier d'un restaurant filme dans le quartier de Borough Market. Voici ce qu'il découvre : au sol des blessés, trois hommes viennent des les poignarder. Des passants et des policiers leur prodiguent les premiers secours. Au même moment dans un restaurant voisin, les dizaines de clients de comprennent pas ce qu'il se passe. Des policiers leur ordonnent de s’asseoir par terre de se cacher sous les tables. En huit minutes, ce quartier au sud de la Tamise a basculé dans l'horreur. À 22h08 la police est appelée sur le London Bridge, une camionnette vient de renverser plusieurs passants. À 22h10, les premiers policiers arrivent sur place. Au hasard L'hélicoptère des secours se pose peu de temps après sur le pont ensanglanté. Les assaillants se dirigent vers le quartier branché de Borough Market tout proche. Ils portent de fausses ceintures d'explosifs et avec leurs couteaux, ils s'en prennent aux passants, au hasard devant des témoins horrifiés. Des policiers parviennent à s'interposer, ils tirent 50 coups de feu. Un assaut exceptionnel qui résonne dans tout le quartier. 22h16, les trois assaillants abattus gisent au sol. Deux d'entre eux sont des Britanniques d'origine pakistanaise.	Elsa Pallot	France 2	6	4	2017
Attentat de Londres : l'enquête se concentre sur Birmingham	"Au Royaume-Uni, l'enquête se poursuit. La police a déjà procédé à 10 arrestations dont 9 dans la ville de Birmingham.Birmingham, deuxième ville d'Angleterre, à 200 kilomètres au nord de Londres (Royaume-Uni). C'est ici que l'enquête se concentre. Depuis les attentats, la police a procédé à 9 arrestations, à 6 adresses différentes. L'assaillant de Westminster résidait dans un des quartiers de cette ville, une de ses voisines l'identifie formellement. \"C'était un père de famille normal, il avait l'habitude d'amener ses enfants à l'école le matin\", explique-t-elle. Foyer de l'islamisme radical au Royaume-Uni Birmingham compte un million d'habitants, le quart d'entre eux est musulman. La ville dénombre 161 mosquées et est connue pour être le foyer de l'islamisme radical au Royaume-Uni. Ses habitants refusent d'être stigmatisés. \"Nous sommes une société multiculturelle, on ne peut pas blâmer tout le monde à cause d'une personne\", témoigne l'un d'entre eux. À plusieurs reprises, la ville apparaît dans l'organisation d'attaques terroristes."	Thomas Horeau	France 2	3	24	2017
Attentat de Londres : l'émotion des Britanniques	"L'attaque terroriste du samedi 3 juin a suscité de nombreuses réactions, notamment celle de Theresa May qui est en campagne pour les législatives.Ce dimanche 4 juin, dans le quartier de l'attaque, les Londoniens reprennent leurs marques. Ils sont sous le choc. \"C'est terrible. On ne peut plus aller nulle part en ce moment. C'est terrible\", explique une femme. Une autre livre : \"Je vis ici depuis 15 ans je vais avoir un bébé, samedi soir j'ai failli aller au marché couvert, Dieu merci finalement non.\" Des riverains tiennent aussi ce dimanche à manifester leur solidarité avec les forces de police en leur offrant du café. Drapeaux en berne Plus tôt dans la matinée le maire de Londres avait exprimé son émotion. \"Il n'y a pas de mots pour décrire la douleur et la colère que notre ville ressent aujourd'hui.Je suis choqué que ces terroristes aient délibérément visé des Londoniens innocents et des visiteurs de notre ville qui profitaient d'un samedi soir\", a-t-il déclaré. Dans son bureau du 10 Downing Street, drapeaux en berne, Theresa May convoque une réunion de sécurité exceptionnelle. À la sortie, elle réaffirme sa détermination. Autour du London Bridge, la police scientifique est la seule à pouvoir accéder à l'endroit de l'attaque. Le périmètre de sécurité est maintenu le temps que les enquêteurs ratissent les lieux à la recherche d'indices."	Thomas Horeau	France 2	6	4	2017
Attentat de Londres : la vie nocturne tente de reprendre dans la capitale britannique	"À Londres (Royaume-Uni), la vie nocturne a progressivement repris son rythme après l'attentat du samedi 3 juin au soir. Les habitants et les touristes ne veulent pas céder à la peur et tiennent à conserver leurs habitudes.Silencieux, plongé dans une inhabituelle obscurité, et toujours quadrillé par un important dispositif policier, le quartier de Borough Market tente péniblement de reprendre sa vie nocturne. Certains de ses habitants, devenus des ambassadeurs, appellent à résister face à la peur. \"Londres ne meurt jamais, c'est la ville la plus excitante du monde\", assure une jeune femme. \"Nous sommes unis, je soutiens les bars du coin. Rien ne m'empêchera jamais de venir ici prendre un verre avec mes amis dans ce quartier\", ajoute un de ses copains. Deux fois moins de monde que d'habitude Dans ce café voisin où des centaines de personnes sont restées calfeutrées samedi 3 juin au soir, il y a trois jeunes Français étudiants à Londres. Ils sont venus ici ce soir, car leur bar favori est toujours fermé et pourrait ne jamais rouvrir. \"Ça me fait bizarre parce que c'était mon bar préféré et je connaissais le serveur qui s'est fait tuer\", confie l'étudiante. Le propriétaire des lieux a tout fait pour rouvrir le plus vite possible malgré le traumatisme. Mais ce soir, il doit reconnaître que le cœur n'y est pas. \"Il y a deux fois moins de monde que d'habitude parce que l'accès au quartier autour de London Bridge est difficile et qu'il est peut-être trop tôt\", explique Deniz Can, propriétaire du café. D'après les autorités, le cœur du quartier de Borough Market devrait rouvrir au plus tard demain."	Pierre-Yves Grenu	France 3	6	7	2017
Attentat de Londres : la vie tente de reprendre son cours	"Huit minutes de terreur en plein centre de Londres (Royaume-Uni), c'était samedi 3 juin au soir entre London Bridge et Brough Market. Trois hommes ont renversé des piétons puis poignardé des gens en terrasse. Le bilan est de sept morts et de 21 blessé dans un état critique.Alors que les piétons viennent à peine de se réapproprier les lieux, ce sont les véhicules qui circulent à nouveau sur London Bridge depuis ce lundi 5 juin après-midi. Près de deux jours après l'attentat, l'émotion se lit sur les visages. Cette jeune Londonienne peine à retenir ses larmes. \"Je suis originaire de Stockholm et nous avons vécu un attentat il y a quelques semaines, c'est dur parce qu'en très peu de tmeps, deux villes très chères à mon coeur ont été touchées\", confie la jeune femme. La peur de sa vie À quelques mètres de là, le quartier meurtri de Borough Market est toujours complètement bouclé. Quelques commerçants ont été autorisés à ouvrir le coeur lourd comme Moustapha. Samedi soir, il s'est enfermé avec cinq clients dans une pièce de son restaurant pour se mettre à l'abri en attendant de savoir ce qu'il se passe. Samedi soir, alors qu'il dîne dans un café, cet autre homme a eu la peur de sa vie. Les terroristes pénètrent dans la cour voisine, la panique s'empare du lieu et tous trouvent refuge à l'intérieur d'une discothèque. La police viendra les délivrer après cinq heures d'angoisse. Ce soir, Londres tente tant bien que mal de reprendre ses esprits."	Philippe Denis	France 3	6	5	2017
Attentat de Londres : le jour d’après	"L'essentiel \"Nous ne céderons jamais à la terreur\", a déclaré la Première Ministre Theresa May au peuple britannique hier soir. A Londres, l'heure était au aujourd'hui à l’émotion et au recueillement. Le pont de Westminster a rouvert dans la journée.  Ce reportage est issu du journal télévisé de 20h du 23 mars 2017 présenté par Gilles Bouleau sur TF1. Vous retrouverez au programme du JT de 20h du 23/03/2017 des reportages sur l’actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français."	""	TF1	3	22	2017
